year	month	area_this_epoch	area_next_epoch
d	d	d	d
2000	5	NLE	NLE
2000	6	NLE	NLE
2000	8	NLE	SLE
2000	10	SLE	SLE
2000	8	SLE	CEN
2000	1	NLE	NLE
2000	3	NLE	SLE
2000	5	SLE	NLE
2000	6	SLE	SLE
2000	8	SLE	SLE
2000	1	NLE	NLE
2000	5	NLE	NLE
2000	6	AEG	SLE
2000	8	SLE	CEN
2000	2	ALB	ALB
2000	4	ALB	SWE
2000	6	SWE	SWE
2000	7	NWE	NWE
2000	9	NWE	NWE
2000	11	SWE	CEN
2000	7	NWE	NWE
2000	9	NWE	NWE
2000	11	NWE	NWE
2000	2	ALB	ALB
2000	4	ALB	ALB
2000	2	ALB	ALB
2000	4	ALB	SWE
2000	2	ALB	ALB
2000	4	NWE	SWE
2000	6	NWE	SWE
2000	7	SWE	SWE
2000	9	SWE	TYR
2000	2	ALB	ALB
2000	4	NWE	NWE
2000	6	NWE	NWE
2000	7	NWE	SWE
2000	9	SWE	SWE
2000	6	NWE	NWE
2000	2	ALB	SWE
2000	4	SWE	SWE
2000	6	SWE	SWE
2000	7	SWE	SWE
2000	9	SWE	SWE
2000	11	SWE	TYR
2000	2	ALB	ALB
2000	4	SWE	ALB
2000	6	NWE	NWE
2000	7	NWE	NWE
2000	9	NWE	NWE
2000	11	NWE	TYR
2000	6	NWE	SWE
2000	7	SWE	SWE
2000	9	NWE	SWE
2000	11	TYR	TYR
2000	2	ALB	SWE
2000	7	SWE	TYR
2000	9	TYR	CEN
2000	2	SWE	ALB
2000	4	SWE	SWE
2000	6	ALB	ALB
2000	7	ALB	ALB
2000	9	SWE	SWE
2000	6	NWE	SWE
2000	11	CEN	CEN
2000	2	SWE	SWE
2000	4	SWE	SWE
2000	6	SWE	TYR
2000	7	CEN	CEN
2000	9	CEN	CEN
2000	11	CEN	CEN
2000	2	NWE	NWE
2000	4	NWE	SWE
2000	6	SWE	SWE
2000	7	TYR	TYR
2000	9	TYR	TYR
2000	11	TYR	TYR
2000	2	SWE	SWE
2000	4	SWE	SWE
2000	7	ALB	NWE
2000	9	NWE	NWE
2000	11	NWE	NWE
2000	2	SWE	SWE
2000	4	SWE	SWE
2000	6	SWE	TYR
2000	9	CEN	CEN
2000	11	CEN	CEN
2000	2	NWE	SWE
2000	4	SWE	SWE
2000	6	SWE	SWE
2000	7	SWE	SWE
2000	9	SWE	SWE
2000	11	SWE	SWE
2000	2	NWE	NWE
2000	4	NWE	SWE
2000	6	SWE	SWE
2000	7	SWE	SWE
2000	9	SWE	SWE
2000	11	SWE	SWE
2000	2	SWE	SWE
2000	4	SWE	TYR
2000	6	CEN	CEN
2000	7	CEN	CEN
2000	9	CEN	CEN
2000	6	CEN	CEN
2000	7	CEN	CEN
2000	9	SLE	SLE
2000	11	SLE	SLE
2000	2	SWE	SWE
2000	4	SWE	SWE
2000	6	SWE	SWE
2000	7	SWE	SWE
2000	9	SWE	SWE
2000	11	SWE	SWE
2000	7	CEN	CEN
2000	2	NWE	SWE
2000	4	SWE	CEN
2000	6	CEN	CEN
2000	7	CEN	CEN
2000	9	CEN	CEN
2000	11	CEN	CEN
2000	6	SWE	TYR
2000	2	NWE	NWE
2000	4	NWE	SWE
2000	6	SWE	SWE
2000	7	SWE	SWE
2000	9	SWE	SWE
2000	11	SWE	SWE
2000	2	SWE	SWE
2000	4	SWE	SWE
2000	6	SWE	SWE
2000	7	TYR	TYR
2000	9	TYR	TYR
2000	11	TYR	NWE
2000	2	SWE	SWE
2000	4	SWE	CEN
2000	6	CEN	CEN
2000	7	CEN	CEN
2000	9	CEN	CEN
2000	2	NWE	NWE
2000	4	NWE	NWE
2000	6	TYR	CEN
2000	7	CEN	ION
2000	9	ION	ION
2000	11	ION	ION
2000	2	NWE	NWE
2000	2	SWE	SWE
2000	4	SWE	SWE
2000	6	SWE	SWE
2000	7	SWE	SWE
2000	9	TYR	CEN
2000	11	CEN	CEN
2000	2	SWE	SWE
2000	2	NWE	SWE
2000	4	TYR	CEN
2000	6	CEN	CEN
2000	7	CEN	CEN
2000	9	CEN	CEN
2000	11	CEN	CEN
2000	2	NWE	NWE
2000	4	SWE	CEN
2000	6	CEN	CEN
2000	7	CEN	CEN
2000	9	CEN	CEN
2000	11	CEN	CEN
2000	2	NWE	NWE
2000	2	NWE	NWE
2000	6	NWE	NWE
2000	7	NWE	NWE
2000	2	NWE	NWE
2000	4	NWE	NWE
2000	6	NWE	NWE
2000	7	NWE	NWE
2000	9	NWE	NWE
2000	11	NWE	NWE
2000	4	NWE	NWE
2000	2	SWE	SWE
2000	4	SWE	SWE
2000	6	TYR	SWE
2000	7	TYR	SWE
2000	9	TYR	TYR
2000	2	SWE	SWE
2000	4	TYR	CEN
2000	6	CEN	CEN
2000	9	CEN	CEN
2000	11	CEN	CEN
2000	2	SWE	SWE
2000	4	SWE	SWE
2000	2	NWE	SWE
2000	2	NWE	NWE
2000	2	NWE	NWE
2000	2	NWE	NWE
2000	4	NWE	NWE
2000	2	SWE	SWE
2000	4	SWE	SWE
2000	4	SWE	SWE
2000	6	SWE	SWE
2000	7	SWE	SWE
2000	9	SWE	SWE
2000	11	SWE	SWE
2000	2	SWE	SWE
2000	2	SWE	NWE
2000	4	NWE	NWE
2000	6	NWE	NWE
2000	7	NWE	NWE
2000	4	TYR	TYR
2000	6	TYR	TYR
2000	7	TYR	TYR
2000	9	TYR	TYR
2000	11	TYR	TYR
2000	2	NWE	SWE
2000	2	NWE	NWE
2000	4	NWE	NWE
2000	6	NWE	NWE
2000	7	NWE	NWE
2000	9	SWE	TYR
2000	11	CEN	CEN
2000	2	NWE	NWE
2000	2	SWE	SWE
2000	4	SWE	SWE
2000	6	SWE	TYR
2000	7	CEN	CEN
2000	9	CEN	CEN
2000	11	CEN	ION
2000	4	TYR	TYR
2000	2	SWE	SWE
2000	2	SWE	SWE
2000	2	NWE	NWE
2000	4	NWE	NWE
2000	6	NWE	NWE
2000	7	NWE	NWE
2000	9	NWE	NWE
2000	6	TYR	TYR
2000	7	TYR	TYR
2000	9	TYR	TYR
2000	11	TYR	TYR
2000	2	NWE	NWE
2000	4	NWE	NWE
2000	2	NWE	NWE
2000	4	NWE	NWE
2000	6	NWE	NWE
2000	7	SWE	SWE
2000	9	SWE	SWE
2000	11	SWE	SWE
2000	2	NWE	NWE
2000	2	SWE	SWE
2000	7	CEN	ION
2000	9	ION	ION
2000	2	SWE	CEN
2000	4	CEN	CEN
2000	6	CEN	CEN
2000	7	CEN	CEN
2000	9	CEN	CEN
2000	11	CEN	SLE
2000	2	SWE	SWE
2000	4	TYR	TYR
2000	6	TYR	TYR
2000	7	TYR	TYR
2000	9	TYR	TYR
2000	11	SWE	TYR
2000	6	SWE	TYR
2000	7	TYR	TYR
2000	9	TYR	TYR
2000	11	TYR	TYR
2000	2	NWE	NWE
2000	4	NWE	NWE
2000	6	NWE	NWE
2000	9	NWE	TYR
2000	11	TYR	TYR
2000	4	NWE	TYR
2000	6	TYR	TYR
2000	7	TYR	TYR
2000	9	TYR	TYR
2000	11	TYR	TYR
2000	2	NWE	NWE
2000	4	NWE	NWE
2000	6	NWE	NWE
2000	7	NWE	NWE
2000	9	NWE	NWE
2000	6	NWE	NWE
2000	7	NWE	NWE
2000	9	NWE	NWE
2000	11	TYR	CEN
2000	2	NWE	NWE
2000	4	NWE	NWE
2000	6	NWE	NWE
2000	4	NWE	NWE
2000	2	NWE	NWE
2000	2	SWE	SWE
2000	2	SWE	TYR
2000	4	TYR	TYR
2000	6	TYR	TYR
2000	7	TYR	TYR
2000	9	TYR	TYR
2000	11	TYR	TYR
2000	2	NWE	NWE
2000	4	TYR	TYR
2000	2	NWE	NWE
2000	4	NWE	NWE
2000	6	NWE	NWE
2000	2	NWE	NWE
2000	4	NWE	NWE
2000	11	NWE	NWE
2000	2	TYR	TYR
2000	11	SWE	TYR
2000	2	TYR	TYR
2000	4	CEN	CEN
2000	6	CEN	CEN
2000	7	CEN	ION
2000	9	ION	ION
2000	9	ION	ION
2000	11	CEN	SLE
2000	2	TYR	TYR
2000	4	TYR	TYR
2000	6	TYR	TYR
2000	7	TYR	TYR
2000	9	TYR	TYR
2000	11	TYR	TYR
2000	2	TYR	TYR
2000	4	TYR	TYR
2000	6	TYR	TYR
2000	7	TYR	TYR
2000	9	TYR	TYR
2000	11	TYR	TYR
2000	2	TYR	TYR
2000	4	TYR	TYR
2000	6	TYR	NWE
2000	7	NWE	NWE
2000	9	NWE	NWE
2000	2	TYR	NWE
2000	4	NWE	NWE
2000	2	CEN	CEN
2000	4	CEN	CEN
2000	6	CEN	CEN
2000	7	CEN	CEN
2000	9	CEN	CEN
2000	2	CEN	CEN
2000	4	CEN	CEN
2000	6	CEN	CEN
2000	7	CEN	CEN
2000	2	TYR	CEN
2000	4	CEN	CEN
2000	6	CEN	CEN
2000	11	ION	ION
2000	2	TYR	TYR
2000	4	TYR	TYR
2000	11	TYR	TYR
2000	2	TYR	TYR
2000	2	TYR	TYR
2000	4	TYR	TYR
2000	6	TYR	TYR
2000	7	TYR	TYR
2000	9	TYR	TYR
2000	11	TYR	TYR
2000	2	TYR	TYR
2000	4	TYR	TYR
2000	6	TYR	SWE
2000	7	TYR	CEN
2000	11	CEN	CEN
2000	9	NWE	NWE
2000	11	NWE	NWE
2000	2	TYR	TYR
2000	4	TYR	TYR
2000	6	TYR	TYR
2000	7	TYR	TYR
2000	9	TYR	TYR
2000	11	TYR	TYR
2000	2	CEN	CEN
2000	2	CEN	CEN
2000	2	CEN	CEN
2000	4	CEN	CEN
2000	6	CEN	CEN
2000	7	CEN	CEN
2000	11	CEN	CEN
2000	2	CEN	CEN
2000	2	CEN	CEN
2000	9	CEN	CEN
2000	11	ION	CEN
2000	2	TYR	TYR
2000	6	CEN	CEN
2000	7	CEN	CEN
2000	9	CEN	CEN
2000	11	CEN	CEN
2000	2	TYR	TYR
2000	4	TYR	TYR
2000	6	TYR	TYR
2000	7	TYR	TYR
2000	9	TYR	TYR
2000	6	TYR	TYR
2000	7	TYR	TYR
2000	9	TYR	TYR
2000	11	TYR	TYR
2000	2	TYR	TYR
2000	4	TYR	TYR
2000	6	TYR	TYR
2000	7	TYR	TYR
2000	9	TYR	NWE
2000	11	NWE	NWE
2000	2	TYR	TYR
2000	4	TYR	TYR
2000	6	TYR	NWE
2000	7	NWE	NWE
2000	9	NWE	NWE
2000	11	NWE	NWE
2000	2	CEN	CEN
2000	2	CEN	CEN
2000	4	CEN	CEN
2000	6	CEN	CEN
2000	7	CEN	CEN
2000	9	CEN	CEN
2000	11	CEN	CEN
2000	6	CEN	CEN
2000	11	CEN	CEN
2000	2	CEN	CEN
2000	4	SLE	SLE
2000	2	CEN	CEN
2000	4	ION	ION
2000	6	ION	ION
2000	7	ION	CEN
2000	9	ION	ION
2000	2	CEN	CEN
2000	4	ION	ION
2000	6	ION	ION
2000	7	ION	ION
2000	9	ION	ADR
2000	4	CEN	CEN
2000	6	CEN	CEN
2000	2	TYR	TYR
2000	2	TYR	TYR
2000	2	TYR	TYR
2000	4	TYR	TYR
2000	6	TYR	TYR
2000	7	TYR	TYR
2000	9	TYR	TYR
2000	11	TYR	TYR
2000	6	NWE	NWE
2000	11	TYR	TYR
2000	2	ADR	ADR
2000	4	ADR	ADR
2000	6	ADR	ADR
2000	7	ADR	ADR
2000	9	ADR	ADR
2000	11	ADR	ADR
2000	2	ADR	ADR
2000	4	ADR	ADR
2000	6	ADR	ADR
2000	7	ADR	ADR
2000	9	ADR	ADR
2000	11	ADR	ADR
2000	2	CEN	CEN
2000	4	CEN	CEN
2000	6	CEN	CEN
2000	7	CEN	CEN
2000	9	CEN	CEN
2000	11	CEN	CEN
2000	6	CEN	CEN
2000	2	CEN	CEN
2000	4	CEN	CEN
2000	6	CEN	CEN
2000	7	CEN	CEN
2000	11	NLE	NLE
2000	4	CEN	SLE
2000	6	SLE	SLE
2000	7	SLE	SLE
2000	9	SLE	NLE
2000	11	SLE	NLE
2000	2	CEN	CEN
2000	4	CEN	CEN
2000	6	CEN	CEN
2000	2	CEN	CEN
2000	4	CEN	CEN
2000	6	CEN	ION
2000	7	ION	ION
2000	9	ION	ION
2000	2	TYR	TYR
2000	4	TYR	TYR
2000	6	TYR	TYR
2000	7	TYR	TYR
2000	9	TYR	TYR
2000	11	TYR	TYR
2000	2	TYR	TYR
2000	4	TYR	TYR
2000	6	TYR	TYR
2000	7	TYR	TYR
2000	9	TYR	TYR
2000	11	TYR	TYR
2000	2	TYR	TYR
2000	4	TYR	TYR
2000	6	TYR	TYR
2000	7	TYR	TYR
2000	9	TYR	TYR
2000	11	TYR	TYR
2000	2	ADR	ADR
2000	4	ADR	ADR
2000	6	ADR	ADR
2000	7	ADR	ADR
2000	9	ADR	ADR
2000	11	ADR	ADR
2000	2	ADR	ADR
2000	4	ADR	ADR
2000	6	ADR	ADR
2000	11	ADR	ADR
2000	2	CEN	CEN
2000	2	CEN	CEN
2000	4	CEN	CEN
2000	6	CEN	CEN
2000	7	CEN	CEN
2000	9	CEN	CEN
2000	11	CEN	CEN
2000	2	CEN	CEN
2000	2	CEN	CEN
2000	2	TYR	TYR
2000	4	TYR	TYR
2000	2	TYR	TYR
2000	4	TYR	TYR
2000	6	TYR	TYR
2000	7	TYR	TYR
2000	9	TYR	TYR
2000	11	TYR	TYR
2000	2	ADR	ADR
2000	4	ADR	ADR
2000	2	ADR	ADR
2000	4	ADR	ADR
2000	6	ADR	ADR
2000	7	ADR	ADR
2000	9	ADR	ION
2000	2	ADR	ADR
2000	4	ADR	ADR
2000	2	CEN	CEN
2000	4	CEN	CEN
2000	6	CEN	CEN
2000	7	CEN	CEN
2000	9	CEN	CEN
2000	4	CEN	CEN
2000	2	CEN	CEN
2000	4	CEN	CEN
2000	6	CEN	CEN
2000	7	CEN	CEN
2000	9	CEN	CEN
2000	11	CEN	CEN
2000	6	CEN	CEN
2000	11	CEN	CEN
2000	2	CEN	CEN
2000	4	CEN	CEN
2000	6	CEN	CEN
2000	7	CEN	CEN
2000	9	CEN	CEN
2000	2	CEN	CEN
2000	7	ION	ION
2000	9	ION	ION
2000	2	CEN	ION
2000	2	ION	CEN
2000	6	ION	ION
2000	7	ION	ION
2000	9	ION	CEN
2000	2	ADR	ADR
2000	11	ADR	ADR
2000	2	ADR	ADR
2000	2	CEN	CEN
2000	2	CEN	CEN
2000	4	CEN	CEN
2000	6	CEN	CEN
2000	7	CEN	CEN
2000	9	CEN	CEN
2000	11	CEN	CEN
2000	2	CEN	CEN
2000	4	CEN	CEN
2000	6	CEN	CEN
2000	7	CEN	CEN
2000	9	CEN	CEN
2000	11	CEN	CEN
2000	2	CEN	CEN
2000	4	SLE	SLE
2000	2	CEN	CEN
2000	4	CEN	CEN
2000	6	SLE	SLE
2000	11	NLE	SLE
2000	4	CEN	CEN
2000	6	CEN	CEN
2000	2	CEN	CEN
2000	6	CEN	CEN
2000	2	ION	ION
2000	4	ION	ION
2000	2	ION	ION
2000	4	ION	ION
2000	2	ION	ION
2000	4	ION	ION
2000	6	ION	CEN
2000	7	CEN	ION
2000	9	ION	ADR
2000	2	ADR	ADR
2000	4	ADR	ADR
2000	6	ION	ADR
2000	7	ADR	ADR
2000	9	ADR	ADR
2000	11	ADR	ADR
2000	2	ADR	ADR
2000	2	CEN	CEN
2000	4	CEN	CEN
2000	2	CEN	CEN
2000	4	CEN	CEN
2000	6	CEN	CEN
2000	7	CEN	CEN
2000	2	CEN	CEN
2000	4	CEN	CEN
2000	6	SLE	SLE
2000	4	CEN	CEN
2000	2	CEN	CEN
2000	4	CEN	CEN
2000	6	CEN	CEN
2000	7	CEN	CEN
2000	9	CEN	CEN
2000	11	CEN	CEN
2000	2	CEN	CEN
2000	4	ION	ION
2000	6	ION	ION
2000	7	ION	CEN
2000	9	CEN	CEN
2000	11	CEN	ION
2000	2	ION	ION
2000	4	ION	ION
2000	6	ION	CEN
2000	7	CEN	CEN
2000	9	CEN	CEN
2000	2	ION	ION
2000	4	ION	ION
2000	6	ION	ION
2000	7	ION	ION
2000	9	ION	ION
2000	11	ION	ION
2000	2	ION	ION
2000	4	ION	ION
2000	6	ION	CEN
2000	7	ION	ION
2000	9	ION	ION
2000	2	ION	ION
2000	4	ION	ION
2000	6	ION	ION
2000	2	ADR	ADR
2000	4	ADR	ADR
2000	6	ADR	ION
2000	7	ADR	ADR
2000	9	ADR	ADR
2000	2	ADR	ADR
2000	4	ADR	ADR
2000	7	ADR	ADR
2000	9	ADR	ADR
2000	11	ADR	ADR
2000	2	CEN	CEN
2000	4	CEN	CEN
2000	6	CEN	CEN
2000	7	CEN	CEN
2000	9	CEN	CEN
2000	2	CEN	CEN
2000	4	CEN	CEN
2000	6	CEN	CEN
2000	11	CEN	CEN
2000	2	CEN	CEN
2000	4	CEN	CEN
2000	6	CEN	CEN
2000	7	CEN	CEN
2000	11	CEN	CEN
2000	4	CEN	CEN
2000	2	CEN	CEN
2000	4	CEN	CEN
2000	2	CEN	CEN
2000	4	CEN	CEN
2000	2	ION	ION
2000	4	ION	ION
2000	6	ION	CEN
2000	2	ION	ION
2000	2	ION	ION
2000	4	ION	ION
2000	2	ION	ION
2000	2	ADR	ADR
2000	4	ADR	ADR
2000	6	ADR	ADR
2000	7	ION	ION
2000	11	ADR	ION
2000	4	ADR	ADR
2000	6	ADR	ADR
2000	7	ADR	ADR
2000	9	ADR	ADR
2000	11	ADR	ADR
2000	2	ADR	ADR
2000	4	ADR	ADR
2000	2	CEN	CEN
2000	2	CEN	CEN
2000	6	CEN	SLE
2000	11	ION	ION
2000	2	CEN	CEN
2000	4	CEN	CEN
2000	6	SLE	SLE
2000	2	CEN	SLE
2000	4	SLE	SLE
2000	6	CEN	ION
2000	7	ION	CEN
2000	9	ION	ION
2000	11	ION	CEN
2000	2	CEN	ION
2000	4	ION	ION
2000	2	ION	ION
2000	6	ION	CEN
2000	4	ION	ADR
2000	2	ION	ION
2000	4	ION	ION
2000	6	ION	CEN
2000	7	ION	ION
2000	9	ION	ION
2000	2	ION	ION
2000	2	ION	ION
2000	2	CEN	CEN
2000	4	CEN	CEN
2000	4	CEN	CEN
2000	6	SLE	SLE
2000	2	CEN	SLE
2000	2	CEN	ION
2000	4	ION	ION
2000	6	ION	ION
2000	7	ION	CEN
2000	9	ION	ION
2000	2	ION	CEN
2000	4	ION	ION
2000	2	ION	ION
2000	4	ION	ADR
2000	6	ADR	ADR
2000	7	ADR	ADR
2000	9	ADR	ADR
2000	11	ADR	ADR
2000	2	ION	ION
2000	2	CEN	SLE
2000	4	SLE	SLE
2000	6	SLE	SLE
2000	7	SLE	NLE
2000	9	NLE	NLE
2000	11	NLE	NLE
2000	7	SLE	NLE
2000	2	CEN	SLE
2000	2	CEN	ION
2000	4	ION	ION
2000	6	ION	ION
2000	7	CEN	CEN
2000	9	CEN	CEN
2000	11	SLE	SLE
2000	2	ION	ION
2000	6	ION	CEN
2000	2	SLE	SLE
2000	4	SLE	SLE
2000	7	NLE	SLE
2000	9	CEN	SLE
2000	11	CEN	SLE
2000	2	SLE	SLE
2000	6	SLE	SLE
2000	7	NLE	SLE
2000	9	NLE	SLE
2000	11	SLE	SLE
2000	2	CEN	CEN
2000	6	SLE	SLE
2000	7	SLE	ION
2000	11	CEN	ION
2000	2	AEG	AEG
2000	2	SLE	SLE
2000	2	SLE	SLE
2000	4	SLE	CEN
2000	2	SLE	SLE
2000	4	SLE	CEN
2000	2	AEG	AEG
2000	2	AEG	CEN
2000	4	ION	ION
2000	6	ION	ION
2000	7	CEN	ION
2000	6	ION	ADR
2000	7	ADR	ADR
2000	9	ADR	ADR
2000	11	ADR	ADR
2000	2	SLE	SLE
2000	7	NLE	SLE
2000	9	CEN	CEN
2000	11	CEN	SLE
2000	4	SLE	SLE
2000	6	SLE	SLE
2000	7	SLE	NLE
2000	9	SLE	SLE
2000	11	SLE	SLE
2000	4	SLE	SLE
2000	6	SLE	SLE
2000	7	SLE	SLE
2000	9	SLE	SLE
2000	2	SLE	SLE
2000	4	CEN	CEN
2000	6	CEN	CEN
2000	7	ION	ION
2000	9	CEN	SLE
2000	11	SLE	SLE
2000	2	SLE	CEN
2000	4	CEN	SLE
2000	6	SLE	SLE
2000	7	SLE	NLE
2000	9	SLE	SLE
2000	11	SLE	SLE
2000	7	SLE	SLE
2000	9	SLE	SLE
2000	2	AEG	AEG
2000	4	AEG	ION
2000	6	ION	ION
2000	7	ION	ION
2000	2	AEG	AEG
2000	2	AEG	AEG
2000	4	AEG	AEG
2000	2	AEG	AEG
2000	2	AEG	AEG
2000	4	AEG	AEG
2000	6	AEG	AEG
2000	11	ION	ADR
2000	7	AEG	ION
2000	9	CEN	CEN
2000	11	CEN	ION
2000	2	SLE	SLE
2000	4	SLE	SLE
2000	6	SLE	SLE
2000	11	SLE	NLE
2000	4	SLE	SLE
2000	6	SLE	SLE
2000	6	SLE	SLE
2000	11	SLE	NLE
2000	2	SLE	SLE
2000	2	SLE	SLE
2000	4	SLE	SLE
2000	6	SLE	SLE
2000	7	SLE	SLE
2000	9	NLE	NLE
2000	11	NLE	NLE
2000	4	SLE	SLE
2000	6	SLE	SLE
2000	7	SLE	SLE
2000	2	AEG	AEG
2000	2	AEG	AEG
2000	2	AEG	AEG
2000	4	AEG	AEG
2000	6	AEG	AEG
2000	7	AEG	AEG
2000	9	AEG	AEG
2000	11	AEG	AEG
2000	6	AEG	AEG
2000	7	AEG	AEG
2000	9	ION	ION
2000	11	ADR	ADR
2000	2	SLE	SLE
2000	4	SLE	SLE
2000	6	NLE	SLE
2000	7	SLE	NLE
2000	9	NLE	SLE
2000	11	SLE	CEN
2000	9	NLE	NLE
2000	11	AEG	SLE
2000	2	SLE	SLE
2000	4	NLE	NLE
2000	2	SLE	SLE
2000	4	NLE	NLE
2000	2	NLE	AEG
2000	2	AEG	AEG
2000	2	AEG	AEG
2000	9	AEG	AEG
2000	11	AEG	AEG
2000	2	SLE	SLE
2000	4	SLE	SLE
2000	11	SLE	SLE
2000	4	SLE	SLE
2000	9	NLE	AEG
2000	2	SLE	SLE
2000	4	SLE	SLE
2000	6	SLE	SLE
2000	7	SLE	SLE
2000	2	SLE	SLE
2000	4	SLE	SLE
2000	9	SLE	SLE
2000	2	SLE	SLE
2000	4	SLE	SLE
2000	6	SLE	SLE
2000	11	SLE	NLE
2000	2	NLE	SLE
2000	2	SLE	SLE
2000	4	SLE	SLE
2000	6	NLE	SLE
2000	7	SLE	SLE
2000	9	SLE	SLE
2000	2	SLE	SLE
2000	4	SLE	SLE
2000	2	SLE	SLE
2000	2	SLE	NLE
2000	4	NLE	NLE
2000	6	SLE	SLE
2000	7	NLE	SLE
2000	9	NLE	NLE
2000	2	NLE	NLE
2000	4	NLE	SLE
2000	7	SLE	SLE
2000	4	SLE	SLE
2000	6	SLE	SLE
2000	11	SLE	SLE
2000	2	NLE	NLE
2000	2	SLE	SLE
2000	4	SLE	SLE
2000	2	SLE	SLE
2000	4	SLE	SLE
2000	6	SLE	SLE
2000	7	SLE	SLE
2000	9	NLE	NLE
2000	11	NLE	NLE
2000	2	SLE	NLE
2000	4	NLE	NLE
2000	6	SLE	NLE
2000	7	SLE	SLE
2000	9	SLE	SLE
2000	11	SLE	SLE
2000	6	NLE	SLE
2000	2	NLE	SLE
2000	4	SLE	SLE
2000	6	SLE	SLE
2000	7	NLE	NLE
2000	9	NLE	NLE
2000	11	AEG	ION
2000	2	SLE	SLE
2000	4	SLE	SLE
2000	2	SLE	NLE
2000	4	NLE	NLE
2000	4	NLE	NLE
2000	6	NLE	NLE
2000	11	NLE	NLE
2000	2	NLE	NLE
2000	4	NLE	SLE
2000	6	SLE	SLE
2000	7	SLE	SLE
2000	9	SLE	NLE
2000	11	NLE	NLE
2000	4	SLE	SLE
2000	6	SLE	SLE
2000	7	NLE	SLE
2000	9	SLE	SLE
2000	11	SLE	SLE
2000	2	NLE	SLE
2000	4	SLE	SLE
2000	6	NLE	SLE
2000	7	SLE	SLE
2000	9	SLE	SLE
2000	11	NLE	SLE
2000	2	NLE	SLE
2000	4	SLE	SLE
2000	2	SLE	SLE
2000	4	SLE	SLE
2000	6	SLE	NLE
2000	7	NLE	NLE
2000	9	NLE	NLE
2000	11	NLE	NLE
2000	2	SLE	SLE
2000	4	SLE	SLE
2000	6	SLE	SLE
2000	7	SLE	SLE
2000	9	SLE	SLE
2000	11	SLE	SLE
2000	2	NLE	NLE
2000	4	SLE	SLE
2000	6	SLE	NLE
2000	7	NLE	NLE
2000	9	NLE	SLE
2000	2	NLE	SLE
2000	4	SLE	NLE
2000	6	SLE	SLE
2000	7	SLE	SLE
2000	9	SLE	NLE
2000	11	NLE	NLE
2000	2	NLE	NLE
2000	7	ION	CEN
2000	9	CEN	ION
2000	2	SLE	SLE
2000	4	SLE	SLE
2000	2	SLE	SLE
2000	4	SLE	SLE
2000	2	NLE	NLE
2000	4	NLE	NLE
2000	6	NLE	NLE
2000	7	NLE	NLE
2000	9	SLE	NLE
2000	11	NLE	SLE
2000	2	SLE	SLE
2000	2	SLE	SLE
2000	2	SLE	NLE
2000	2	NLE	NLE
2000	4	NLE	NLE
2000	6	NLE	NLE
2000	7	NLE	NLE
2000	11	NLE	SLE
2000	2	NLE	NLE
2000	2	SLE	NLE
2000	2	NLE	NLE
2000	4	NLE	NLE
2000	6	NLE	NLE
2000	7	SLE	SLE
2000	9	SLE	SLE
2000	4	NLE	NLE
2000	2	NLE	NLE
2000	4	NLE	NLE
2000	6	NLE	NLE
2000	2	NLE	NLE
2000	3	ALB	ALB
2000	5	ALB	ALB
2000	7	NWE	SWE
2000	10	SWE	TYR
2000	12	TYR	TYR
2000	3	ALB	ALB
2000	7	SWE	SWE
2000	8	SWE	SWE
2000	10	SWE	SWE
2000	12	SWE	SWE
2000	7	SWE	SWE
2000	8	SWE	SWE
2000	10	SWE	SWE
2000	12	SWE	SWE
2000	3	ALB	SWE
2000	5	SWE	SWE
2000	3	ALB	NWE
2000	5	NWE	NWE
2000	7	NWE	NWE
2000	8	NWE	NWE
2000	10	NWE	NWE
2000	12	NWE	NWE
2000	3	ALB	ALB
2000	5	NWE	NWE
2000	7	NWE	NWE
2000	8	NWE	NWE
2000	12	TYR	TYR
2000	3	ALB	ALB
2000	3	ALB	NWE
2000	5	SWE	NWE
2000	7	NWE	NWE
2000	8	SWE	SWE
2000	10	NWE	SWE
2000	3	ALB	SWE
2000	3	SWE	NWE
2000	3	SWE	NWE
2000	5	NWE	NWE
2000	7	NWE	NWE
2000	3	NWE	NWE
2000	5	SWE	SWE
2000	7	TYR	CEN
2000	10	CEN	CEN
2000	5	NWE	NWE
2000	7	NWE	NWE
2000	12	CEN	CEN
2000	3	SWE	SWE
2000	5	SWE	SWE
2000	7	SWE	SWE
2000	8	SWE	SWE
2000	10	SWE	SWE
2000	12	SWE	CEN
2000	8	SWE	NWE
2000	10	SWE	SWE
2000	12	CEN	CEN
2000	3	SWE	NWE
2000	5	SWE	SWE
2000	7	NWE	SWE
2000	8	SWE	SWE
2000	10	CEN	CEN
2000	12	ION	ION
2000	3	NWE	SWE
2000	5	SWE	SWE
2000	7	SWE	NWE
2000	8	NWE	NWE
2000	10	NWE	NWE
2000	12	NWE	NWE
2000	3	NWE	NWE
2000	5	NWE	NWE
2000	7	NWE	SWE
2000	8	SWE	TYR
2000	10	CEN	CEN
2000	7	SWE	NWE
2000	10	NWE	NWE
2000	12	NWE	NWE
2000	3	SWE	SWE
2000	3	SWE	SWE
2000	5	SWE	SWE
2000	7	SWE	SWE
2000	8	SWE	SWE
2000	10	SWE	SWE
2000	3	NWE	NWE
2000	5	SWE	SWE
2000	7	ALB	NWE
2000	8	NWE	NWE
2000	10	NWE	NWE
2000	12	NWE	NWE
