supp	conf	cove	year	month	area_this_epoch	lonm_this_epoch	latm_this_epoch	area_next_epoch	lonm_next_epoch	latm_next_epoch
0.000082	0.109091	0.000752	2002	1	ION	-2.555600	36.178800	CEN	15.921000	42.786200
0.000657	0.872727	0.000752	2002	1	ION	-2.555600	36.178800	ION	15.921000	42.786200
0.000096	0.130841	0.000732	2002	1	NLE	31.774200	35.347200	AEG	25.031300	37.882500
0.000007	0.009346	0.000732	2002	1	NLE	31.774200	35.347200	ION	25.031300	37.882500
0.000438	0.598131	0.000732	2002	1	NLE	31.774200	35.347200	NLE	31.774200	35.347200
0.000192	0.261682	0.000732	2002	1	NLE	31.774200	35.347200	SLE	28.656000	33.044300
0.000841	0.866197	0.000971	2002	1	NWE	31.774200	35.347200	NWE	28.656000	33.044300
0.000123	0.126761	0.000971	2002	1	NWE	31.774200	35.347200	SWE	4.799800	38.025700
0.000007	0.007042	0.000971	2002	1	NWE	31.774200	35.347200	TYR	4.799800	38.025700
0.000027	0.019512	0.001402	2002	1	SLE	28.656000	33.044300	CEN	4.799800	38.025700
0.000246	0.175610	0.001402	2002	1	SLE	28.656000	33.044300	NLE	31.774200	35.347200
0.001129	0.804878	0.001402	2002	1	SLE	28.656000	33.044300	SLE	28.656000	33.044300
0.000014	0.017857	0.000766	2002	1	SWE	4.799800	38.025700	ALB	-2.555600	36.178800
0.000027	0.035714	0.000766	2002	1	SWE	4.799800	38.025700	CEN	-2.555600	36.178800
0.000075	0.098214	0.000766	2002	1	SWE	4.799800	38.025700	NWE	-2.555600	36.178800
0.000561	0.732143	0.000766	2002	1	SWE	4.799800	38.025700	SWE	4.799800	38.025700
0.000089	0.116071	0.000766	2002	1	SWE	4.799800	38.025700	TYR	4.799800	38.025700
0.000048	0.047945	0.000999	2002	1	TYR	4.799800	38.025700	CEN	4.799800	38.025700
0.000048	0.047945	0.000999	2002	1	TYR	4.799800	38.025700	NWE	4.799800	38.025700
0.000014	0.013699	0.000999	2002	1	TYR	4.799800	38.025700	SWE	4.799800	38.025700
0.000889	0.890411	0.000999	2002	1	TYR	4.799800	38.025700	TYR	4.799800	38.025700
0.000438	1.000000	0.000438	2002	10	ADR	15.921000	42.786200	ADR	15.921000	42.786200
0.000321	0.921569	0.000349	2002	10	AEG	25.031300	37.882500	AEG	25.031300	37.882500
0.000014	0.039216	0.000349	2002	10	AEG	25.031300	37.882500	CEN	25.031300	37.882500
0.000014	0.039216	0.000349	2002	10	AEG	25.031300	37.882500	SLE	28.656000	33.044300
0.000062	0.692308	0.000089	2002	10	ALB	-2.555600	36.178800	ALB	-2.555600	36.178800
0.000007	0.076923	0.000089	2002	10	ALB	-2.555600	36.178800	NWE	-2.555600	36.178800
0.000021	0.230769	0.000089	2002	10	ALB	-2.555600	36.178800	SWE	4.799800	38.025700
0.002230	0.890710	0.002503	2002	10	CEN	-2.555600	36.178800	CEN	4.799800	38.025700
0.000062	0.024590	0.002503	2002	10	CEN	-2.555600	36.178800	ION	4.799800	38.025700
0.000212	0.084699	0.002503	2002	10	CEN	-2.555600	36.178800	SLE	28.656000	33.044300
0.000021	0.029703	0.000691	2002	10	ION	-2.555600	36.178800	ADR	15.921000	42.786200
0.000075	0.108911	0.000691	2002	10	ION	-2.555600	36.178800	CEN	15.921000	42.786200
0.000595	0.861386	0.000691	2002	10	ION	-2.555600	36.178800	ION	15.921000	42.786200
0.000075	0.107843	0.000698	2002	10	NLE	31.774200	35.347200	AEG	25.031300	37.882500
0.000007	0.009804	0.000698	2002	10	NLE	31.774200	35.347200	CEN	25.031300	37.882500
0.000534	0.764706	0.000698	2002	10	NLE	31.774200	35.347200	NLE	31.774200	35.347200
0.000082	0.117647	0.000698	2002	10	NLE	31.774200	35.347200	SLE	28.656000	33.044300
0.000007	0.006098	0.001122	2002	10	NWE	31.774200	35.347200	CEN	28.656000	33.044300
0.000889	0.792683	0.001122	2002	10	NWE	31.774200	35.347200	NWE	28.656000	33.044300
0.000205	0.182927	0.001122	2002	10	NWE	31.774200	35.347200	SWE	4.799800	38.025700
0.000021	0.018293	0.001122	2002	10	NWE	31.774200	35.347200	TYR	4.799800	38.025700
0.000034	0.023923	0.001430	2002	10	SLE	28.656000	33.044300	CEN	4.799800	38.025700
0.000178	0.124402	0.001430	2002	10	SLE	28.656000	33.044300	NLE	31.774200	35.347200
0.001218	0.851675	0.001430	2002	10	SLE	28.656000	33.044300	SLE	28.656000	33.044300
0.000068	0.085470	0.000800	2002	10	SWE	4.799800	38.025700	CEN	28.656000	33.044300
0.000062	0.076923	0.000800	2002	10	SWE	4.799800	38.025700	NWE	28.656000	33.044300
0.000609	0.760684	0.000800	2002	10	SWE	4.799800	38.025700	SWE	4.799800	38.025700
0.000062	0.076923	0.000800	2002	10	SWE	4.799800	38.025700	TYR	4.799800	38.025700
0.000068	0.069930	0.000978	2002	10	TYR	4.799800	38.025700	CEN	4.799800	38.025700
0.000041	0.041958	0.000978	2002	10	TYR	4.799800	38.025700	NWE	4.799800	38.025700
0.000021	0.020979	0.000978	2002	10	TYR	4.799800	38.025700	SWE	4.799800	38.025700
0.000848	0.867133	0.000978	2002	10	TYR	4.799800	38.025700	TYR	4.799800	38.025700
0.000417	0.983871	0.000424	2002	11	ADR	15.921000	42.786200	ADR	15.921000	42.786200
0.000007	0.016129	0.000424	2002	11	ADR	15.921000	42.786200	ION	15.921000	42.786200
0.000267	0.829787	0.000321	2002	11	AEG	25.031300	37.882500	AEG	25.031300	37.882500
0.000027	0.085106	0.000321	2002	11	AEG	25.031300	37.882500	ION	25.031300	37.882500
0.000014	0.042553	0.000321	2002	11	AEG	25.031300	37.882500	NLE	31.774200	35.347200
0.000014	0.042553	0.000321	2002	11	AEG	25.031300	37.882500	SLE	28.656000	33.044300
0.000048	0.500000	0.000096	2002	11	ALB	-2.555600	36.178800	ALB	-2.555600	36.178800
0.000048	0.500000	0.000096	2002	11	ALB	-2.555600	36.178800	SWE	4.799800	38.025700
0.001724	0.837209	0.002059	2002	11	CEN	-2.555600	36.178800	CEN	4.799800	38.025700
0.000075	0.036545	0.002059	2002	11	CEN	-2.555600	36.178800	ION	4.799800	38.025700
0.000260	0.126246	0.002059	2002	11	CEN	-2.555600	36.178800	SLE	28.656000	33.044300
0.000048	0.087500	0.000547	2002	11	ION	-2.555600	36.178800	ADR	15.921000	42.786200
0.000068	0.125000	0.000547	2002	11	ION	-2.555600	36.178800	CEN	15.921000	42.786200
0.000431	0.787500	0.000547	2002	11	ION	-2.555600	36.178800	ION	15.921000	42.786200
0.000109	0.173913	0.000629	2002	11	NLE	31.774200	35.347200	AEG	25.031300	37.882500
0.000027	0.043478	0.000629	2002	11	NLE	31.774200	35.347200	CEN	25.031300	37.882500
0.000424	0.673913	0.000629	2002	11	NLE	31.774200	35.347200	NLE	31.774200	35.347200
0.000068	0.108696	0.000629	2002	11	NLE	31.774200	35.347200	SLE	28.656000	33.044300
0.000670	0.803279	0.000834	2002	11	NWE	31.774200	35.347200	NWE	28.656000	33.044300
0.000144	0.172131	0.000834	2002	11	NWE	31.774200	35.347200	SWE	4.799800	38.025700
0.000021	0.024590	0.000834	2002	11	NWE	31.774200	35.347200	TYR	4.799800	38.025700
0.000021	0.015075	0.001361	2002	11	SLE	28.656000	33.044300	CEN	4.799800	38.025700
0.000294	0.216080	0.001361	2002	11	SLE	28.656000	33.044300	NLE	31.774200	35.347200
0.001047	0.768844	0.001361	2002	11	SLE	28.656000	33.044300	SLE	28.656000	33.044300
0.000007	0.009346	0.000732	2002	11	SWE	4.799800	38.025700	ALB	-2.555600	36.178800
0.000041	0.056075	0.000732	2002	11	SWE	4.799800	38.025700	CEN	-2.555600	36.178800
0.000048	0.065421	0.000732	2002	11	SWE	4.799800	38.025700	NWE	-2.555600	36.178800
0.000554	0.757009	0.000732	2002	11	SWE	4.799800	38.025700	SWE	4.799800	38.025700
0.000082	0.112150	0.000732	2002	11	SWE	4.799800	38.025700	TYR	4.799800	38.025700
0.000062	0.072000	0.000855	2002	11	TYR	4.799800	38.025700	CEN	4.799800	38.025700
0.000041	0.048000	0.000855	2002	11	TYR	4.799800	38.025700	NWE	4.799800	38.025700
0.000021	0.024000	0.000855	2002	11	TYR	4.799800	38.025700	SWE	4.799800	38.025700
0.000732	0.856000	0.000855	2002	11	TYR	4.799800	38.025700	TYR	4.799800	38.025700
0.000417	0.983871	0.000424	2002	12	ADR	15.921000	42.786200	ADR	15.921000	42.786200
0.000007	0.016129	0.000424	2002	12	ADR	15.921000	42.786200	ION	15.921000	42.786200
0.000376	0.887097	0.000424	2002	12	AEG	25.031300	37.882500	AEG	25.031300	37.882500
0.000014	0.032258	0.000424	2002	12	AEG	25.031300	37.882500	CEN	25.031300	37.882500
0.000014	0.032258	0.000424	2002	12	AEG	25.031300	37.882500	ION	25.031300	37.882500
0.000021	0.048387	0.000424	2002	12	AEG	25.031300	37.882500	SLE	28.656000	33.044300
0.000048	0.538462	0.000089	2002	12	ALB	-2.555600	36.178800	ALB	-2.555600	36.178800
0.000007	0.076923	0.000089	2002	12	ALB	-2.555600	36.178800	NWE	-2.555600	36.178800
0.000034	0.384615	0.000089	2002	12	ALB	-2.555600	36.178800	SWE	4.799800	38.025700
0.001498	0.848837	0.001765	2002	12	CEN	-2.555600	36.178800	CEN	4.799800	38.025700
0.000062	0.034884	0.001765	2002	12	CEN	-2.555600	36.178800	ION	4.799800	38.025700
0.000205	0.116279	0.001765	2002	12	CEN	-2.555600	36.178800	SLE	28.656000	33.044300
0.000021	0.030612	0.000670	2002	12	ION	-2.555600	36.178800	ADR	15.921000	42.786200
0.000103	0.153061	0.000670	2002	12	ION	-2.555600	36.178800	CEN	15.921000	42.786200
0.000547	0.816327	0.000670	2002	12	ION	-2.555600	36.178800	ION	15.921000	42.786200
0.000096	0.134615	0.000711	2002	12	NLE	31.774200	35.347200	AEG	25.031300	37.882500
0.000034	0.048077	0.000711	2002	12	NLE	31.774200	35.347200	CEN	25.031300	37.882500
0.000451	0.634615	0.000711	2002	12	NLE	31.774200	35.347200	NLE	31.774200	35.347200
0.000130	0.182692	0.000711	2002	12	NLE	31.774200	35.347200	SLE	28.656000	33.044300
0.000007	0.008130	0.000841	2002	12	NWE	31.774200	35.347200	CEN	28.656000	33.044300
0.000663	0.788618	0.000841	2002	12	NWE	31.774200	35.347200	NWE	28.656000	33.044300
0.000157	0.186992	0.000841	2002	12	NWE	31.774200	35.347200	SWE	4.799800	38.025700
0.000014	0.016260	0.000841	2002	12	NWE	31.774200	35.347200	TYR	4.799800	38.025700
0.000014	0.011111	0.001231	2002	12	SLE	28.656000	33.044300	CEN	4.799800	38.025700
0.000192	0.155556	0.001231	2002	12	SLE	28.656000	33.044300	NLE	31.774200	35.347200
0.001026	0.833333	0.001231	2002	12	SLE	28.656000	33.044300	SLE	28.656000	33.044300
0.000007	0.010000	0.000684	2002	12	SWE	4.799800	38.025700	ALB	-2.555600	36.178800
0.000082	0.120000	0.000684	2002	12	SWE	4.799800	38.025700	CEN	-2.555600	36.178800
0.000041	0.060000	0.000684	2002	12	SWE	4.799800	38.025700	NWE	-2.555600	36.178800
0.000451	0.660000	0.000684	2002	12	SWE	4.799800	38.025700	SWE	4.799800	38.025700
0.000103	0.150000	0.000684	2002	12	SWE	4.799800	38.025700	TYR	4.799800	38.025700
0.000041	0.046154	0.000889	2002	12	TYR	4.799800	38.025700	CEN	4.799800	38.025700
0.000068	0.076923	0.000889	2002	12	TYR	4.799800	38.025700	NWE	4.799800	38.025700
0.000014	0.015385	0.000889	2002	12	TYR	4.799800	38.025700	SWE	4.799800	38.025700
0.000766	0.861538	0.000889	2002	12	TYR	4.799800	38.025700	TYR	4.799800	38.025700
0.000192	1.000000	0.000192	2002	2	ADR	15.921000	42.786200	ADR	15.921000	42.786200
0.000157	0.884615	0.000178	2002	2	AEG	25.031300	37.882500	AEG	25.031300	37.882500
0.000021	0.115385	0.000178	2002	2	AEG	25.031300	37.882500	ION	25.031300	37.882500
0.000048	0.777778	0.000062	2002	2	ALB	-2.555600	36.178800	ALB	-2.555600	36.178800
0.000014	0.222222	0.000062	2002	2	ALB	-2.555600	36.178800	SWE	4.799800	38.025700
0.000814	0.888060	0.000917	2002	2	CEN	-2.555600	36.178800	CEN	4.799800	38.025700
0.000103	0.111940	0.000917	2002	2	CEN	-2.555600	36.178800	SLE	28.656000	33.044300
0.000034	0.121951	0.000280	2002	2	ION	-2.555600	36.178800	CEN	28.656000	33.044300
0.000246	0.878049	0.000280	2002	2	ION	-2.555600	36.178800	ION	28.656000	33.044300
0.000041	0.146341	0.000280	2002	2	NLE	31.774200	35.347200	AEG	25.031300	37.882500
0.000007	0.024390	0.000280	2002	2	NLE	31.774200	35.347200	CEN	25.031300	37.882500
0.000185	0.658537	0.000280	2002	2	NLE	31.774200	35.347200	NLE	31.774200	35.347200
0.000048	0.170732	0.000280	2002	2	NLE	31.774200	35.347200	SLE	28.656000	33.044300
0.000315	0.867925	0.000363	2002	2	NWE	31.774200	35.347200	NWE	28.656000	33.044300
0.000034	0.094340	0.000363	2002	2	NWE	31.774200	35.347200	SWE	4.799800	38.025700
0.000014	0.037736	0.000363	2002	2	NWE	31.774200	35.347200	TYR	4.799800	38.025700
0.000014	0.027778	0.000492	2002	2	SLE	28.656000	33.044300	CEN	4.799800	38.025700
0.000096	0.194444	0.000492	2002	2	SLE	28.656000	33.044300	NLE	31.774200	35.347200
0.000383	0.777778	0.000492	2002	2	SLE	28.656000	33.044300	SLE	28.656000	33.044300
0.000007	0.025000	0.000274	2002	2	SWE	4.799800	38.025700	ALB	-2.555600	36.178800
0.000027	0.100000	0.000274	2002	2	SWE	4.799800	38.025700	CEN	-2.555600	36.178800
0.000041	0.150000	0.000274	2002	2	SWE	4.799800	38.025700	NWE	-2.555600	36.178800
0.000171	0.625000	0.000274	2002	2	SWE	4.799800	38.025700	SWE	4.799800	38.025700
0.000027	0.100000	0.000274	2002	2	SWE	4.799800	38.025700	TYR	4.799800	38.025700
0.000014	0.034483	0.000397	2002	2	TYR	4.799800	38.025700	CEN	4.799800	38.025700
0.000014	0.034483	0.000397	2002	2	TYR	4.799800	38.025700	NWE	4.799800	38.025700
0.000007	0.017241	0.000397	2002	2	TYR	4.799800	38.025700	SWE	4.799800	38.025700
0.000363	0.913793	0.000397	2002	2	TYR	4.799800	38.025700	TYR	4.799800	38.025700
0.000506	0.986667	0.000513	2002	3	ADR	15.921000	42.786200	ADR	15.921000	42.786200
0.000007	0.013333	0.000513	2002	3	ADR	15.921000	42.786200	ION	15.921000	42.786200
0.000239	0.853659	0.000280	2002	3	AEG	25.031300	37.882500	AEG	25.031300	37.882500
0.000021	0.073171	0.000280	2002	3	AEG	25.031300	37.882500	CEN	25.031300	37.882500
0.000021	0.073171	0.000280	2002	3	AEG	25.031300	37.882500	ION	25.031300	37.882500
0.000055	0.727273	0.000075	2002	3	ALB	-2.555600	36.178800	ALB	-2.555600	36.178800
0.000007	0.090909	0.000075	2002	3	ALB	-2.555600	36.178800	NWE	-2.555600	36.178800
0.000014	0.181818	0.000075	2002	3	ALB	-2.555600	36.178800	SWE	4.799800	38.025700
0.001525	0.847909	0.001799	2002	3	CEN	-2.555600	36.178800	CEN	4.799800	38.025700
0.000075	0.041825	0.001799	2002	3	CEN	-2.555600	36.178800	ION	4.799800	38.025700
0.000198	0.110266	0.001799	2002	3	CEN	-2.555600	36.178800	SLE	28.656000	33.044300
0.000062	0.100000	0.000616	2002	3	ION	-2.555600	36.178800	CEN	28.656000	33.044300
0.000554	0.900000	0.000616	2002	3	ION	-2.555600	36.178800	ION	28.656000	33.044300
0.000027	0.039604	0.000691	2002	3	NLE	31.774200	35.347200	AEG	25.031300	37.882500
0.000410	0.594059	0.000691	2002	3	NLE	31.774200	35.347200	NLE	31.774200	35.347200
0.000253	0.366337	0.000691	2002	3	NLE	31.774200	35.347200	SLE	28.656000	33.044300
0.000705	0.936364	0.000752	2002	3	NWE	31.774200	35.347200	NWE	28.656000	33.044300
0.000034	0.045455	0.000752	2002	3	NWE	31.774200	35.347200	SWE	4.799800	38.025700
0.000014	0.018182	0.000752	2002	3	NWE	31.774200	35.347200	TYR	4.799800	38.025700
0.000034	0.025907	0.001320	2002	3	SLE	28.656000	33.044300	CEN	4.799800	38.025700
0.000007	0.005181	0.001320	2002	3	SLE	28.656000	33.044300	ION	4.799800	38.025700
0.000212	0.160622	0.001320	2002	3	SLE	28.656000	33.044300	NLE	31.774200	35.347200
0.001067	0.808290	0.001320	2002	3	SLE	28.656000	33.044300	SLE	28.656000	33.044300
0.000021	0.032967	0.000622	2002	3	SWE	4.799800	38.025700	ALB	-2.555600	36.178800
0.000041	0.065934	0.000622	2002	3	SWE	4.799800	38.025700	CEN	-2.555600	36.178800
0.000062	0.098901	0.000622	2002	3	SWE	4.799800	38.025700	NWE	-2.555600	36.178800
0.000451	0.725275	0.000622	2002	3	SWE	4.799800	38.025700	SWE	4.799800	38.025700
0.000048	0.076923	0.000622	2002	3	SWE	4.799800	38.025700	TYR	4.799800	38.025700
0.000034	0.037037	0.000923	2002	3	TYR	4.799800	38.025700	CEN	4.799800	38.025700
0.000048	0.051852	0.000923	2002	3	TYR	4.799800	38.025700	NWE	4.799800	38.025700
0.000021	0.022222	0.000923	2002	3	TYR	4.799800	38.025700	SWE	4.799800	38.025700
0.000821	0.888889	0.000923	2002	3	TYR	4.799800	38.025700	TYR	4.799800	38.025700
0.000356	1.000000	0.000356	2002	4	ADR	15.921000	42.786200	ADR	15.921000	42.786200
0.000226	0.942857	0.000239	2002	4	AEG	25.031300	37.882500	AEG	25.031300	37.882500
0.000007	0.028571	0.000239	2002	4	AEG	25.031300	37.882500	CEN	25.031300	37.882500
0.000007	0.028571	0.000239	2002	4	AEG	25.031300	37.882500	ION	25.031300	37.882500
0.000034	0.454545	0.000075	2002	4	ALB	-2.555600	36.178800	ALB	-2.555600	36.178800
0.000041	0.545455	0.000075	2002	4	ALB	-2.555600	36.178800	SWE	4.799800	38.025700
0.001088	0.795000	0.001368	2002	4	CEN	-2.555600	36.178800	CEN	4.799800	38.025700
0.000082	0.060000	0.001368	2002	4	CEN	-2.555600	36.178800	ION	4.799800	38.025700
0.000198	0.145000	0.001368	2002	4	CEN	-2.555600	36.178800	SLE	28.656000	33.044300
0.000027	0.047619	0.000575	2002	4	ION	-2.555600	36.178800	ADR	15.921000	42.786200
0.000007	0.011905	0.000575	2002	4	ION	-2.555600	36.178800	AEG	25.031300	37.882500
0.000062	0.107143	0.000575	2002	4	ION	-2.555600	36.178800	CEN	25.031300	37.882500
0.000479	0.833333	0.000575	2002	4	ION	-2.555600	36.178800	ION	25.031300	37.882500
0.000007	0.014706	0.000465	2002	4	NLE	31.774200	35.347200	AEG	25.031300	37.882500
0.000007	0.014706	0.000465	2002	4	NLE	31.774200	35.347200	CEN	25.031300	37.882500
0.000274	0.588235	0.000465	2002	4	NLE	31.774200	35.347200	NLE	31.774200	35.347200
0.000178	0.382353	0.000465	2002	4	NLE	31.774200	35.347200	SLE	28.656000	33.044300
0.000007	0.012500	0.000547	2002	4	NWE	31.774200	35.347200	CEN	28.656000	33.044300
0.000438	0.800000	0.000547	2002	4	NWE	31.774200	35.347200	NWE	28.656000	33.044300
0.000082	0.150000	0.000547	2002	4	NWE	31.774200	35.347200	SWE	4.799800	38.025700
0.000021	0.037500	0.000547	2002	4	NWE	31.774200	35.347200	TYR	4.799800	38.025700
0.000157	0.153333	0.001026	2002	4	SLE	28.656000	33.044300	NLE	31.774200	35.347200
0.000869	0.846667	0.001026	2002	4	SLE	28.656000	33.044300	SLE	28.656000	33.044300
0.000014	0.027778	0.000492	2002	4	SWE	4.799800	38.025700	ALB	-2.555600	36.178800
0.000027	0.055556	0.000492	2002	4	SWE	4.799800	38.025700	CEN	-2.555600	36.178800
0.000048	0.097222	0.000492	2002	4	SWE	4.799800	38.025700	NWE	-2.555600	36.178800
0.000342	0.694444	0.000492	2002	4	SWE	4.799800	38.025700	SWE	4.799800	38.025700
0.000062	0.125000	0.000492	2002	4	SWE	4.799800	38.025700	TYR	4.799800	38.025700
0.000041	0.063830	0.000643	2002	4	TYR	4.799800	38.025700	CEN	4.799800	38.025700
0.000007	0.010638	0.000643	2002	4	TYR	4.799800	38.025700	NWE	4.799800	38.025700
0.000595	0.925532	0.000643	2002	4	TYR	4.799800	38.025700	TYR	4.799800	38.025700
0.000499	1.000000	0.000499	2002	5	ADR	15.921000	42.786200	ADR	15.921000	42.786200
0.000226	0.942857	0.000239	2002	5	AEG	25.031300	37.882500	AEG	25.031300	37.882500
0.000007	0.028571	0.000239	2002	5	AEG	25.031300	37.882500	CEN	25.031300	37.882500
0.000007	0.028571	0.000239	2002	5	AEG	25.031300	37.882500	SLE	28.656000	33.044300
0.000034	0.416667	0.000082	2002	5	ALB	-2.555600	36.178800	ALB	-2.555600	36.178800
0.000014	0.166667	0.000082	2002	5	ALB	-2.555600	36.178800	NWE	-2.555600	36.178800
0.000034	0.416667	0.000082	2002	5	ALB	-2.555600	36.178800	SWE	4.799800	38.025700
0.001443	0.854251	0.001689	2002	5	CEN	-2.555600	36.178800	CEN	4.799800	38.025700
0.000075	0.044534	0.001689	2002	5	CEN	-2.555600	36.178800	ION	4.799800	38.025700
0.000171	0.101215	0.001689	2002	5	CEN	-2.555600	36.178800	SLE	28.656000	33.044300
0.000021	0.032258	0.000636	2002	5	ION	-2.555600	36.178800	ADR	15.921000	42.786200
0.000014	0.021505	0.000636	2002	5	ION	-2.555600	36.178800	AEG	25.031300	37.882500
0.000062	0.096774	0.000636	2002	5	ION	-2.555600	36.178800	CEN	25.031300	37.882500
0.000540	0.849462	0.000636	2002	5	ION	-2.555600	36.178800	ION	25.031300	37.882500
0.000014	0.022472	0.000609	2002	5	NLE	31.774200	35.347200	AEG	25.031300	37.882500
0.000007	0.011236	0.000609	2002	5	NLE	31.774200	35.347200	CEN	25.031300	37.882500
0.000007	0.011236	0.000609	2002	5	NLE	31.774200	35.347200	ION	25.031300	37.882500
0.000404	0.662921	0.000609	2002	5	NLE	31.774200	35.347200	NLE	31.774200	35.347200
0.000178	0.292135	0.000609	2002	5	NLE	31.774200	35.347200	SLE	28.656000	33.044300
0.000725	0.868852	0.000834	2002	5	NWE	31.774200	35.347200	NWE	28.656000	33.044300
0.000075	0.090164	0.000834	2002	5	NWE	31.774200	35.347200	SWE	4.799800	38.025700
0.000034	0.040984	0.000834	2002	5	NWE	31.774200	35.347200	TYR	4.799800	38.025700
0.000007	0.004545	0.001505	2002	5	SLE	28.656000	33.044300	CEN	4.799800	38.025700
0.000178	0.118182	0.001505	2002	5	SLE	28.656000	33.044300	NLE	31.774200	35.347200
0.001320	0.877273	0.001505	2002	5	SLE	28.656000	33.044300	SLE	28.656000	33.044300
0.000055	0.089888	0.000609	2002	5	SWE	4.799800	38.025700	CEN	28.656000	33.044300
0.000068	0.112360	0.000609	2002	5	SWE	4.799800	38.025700	NWE	28.656000	33.044300
0.000431	0.707865	0.000609	2002	5	SWE	4.799800	38.025700	SWE	4.799800	38.025700
0.000055	0.089888	0.000609	2002	5	SWE	4.799800	38.025700	TYR	4.799800	38.025700
0.000068	0.071429	0.000958	2002	5	TYR	4.799800	38.025700	CEN	4.799800	38.025700
0.000021	0.021429	0.000958	2002	5	TYR	4.799800	38.025700	NWE	4.799800	38.025700
0.000034	0.035714	0.000958	2002	5	TYR	4.799800	38.025700	SWE	4.799800	38.025700
0.000834	0.871429	0.000958	2002	5	TYR	4.799800	38.025700	TYR	4.799800	38.025700
0.000451	1.000000	0.000451	2002	6	ADR	15.921000	42.786200	ADR	15.921000	42.786200
0.000178	0.742857	0.000239	2002	6	AEG	25.031300	37.882500	AEG	25.031300	37.882500
0.000034	0.142857	0.000239	2002	6	AEG	25.031300	37.882500	CEN	25.031300	37.882500
0.000021	0.085714	0.000239	2002	6	AEG	25.031300	37.882500	ION	25.031300	37.882500
0.000007	0.028571	0.000239	2002	6	AEG	25.031300	37.882500	SLE	28.656000	33.044300
0.000062	0.600000	0.000103	2002	6	ALB	-2.555600	36.178800	ALB	-2.555600	36.178800
0.000007	0.066667	0.000103	2002	6	ALB	-2.555600	36.178800	NWE	-2.555600	36.178800
0.000034	0.333333	0.000103	2002	6	ALB	-2.555600	36.178800	SWE	4.799800	38.025700
0.001402	0.907080	0.001546	2002	6	CEN	-2.555600	36.178800	CEN	4.799800	38.025700
0.000055	0.035398	0.001546	2002	6	CEN	-2.555600	36.178800	ION	4.799800	38.025700
0.000089	0.057522	0.001546	2002	6	CEN	-2.555600	36.178800	SLE	28.656000	33.044300
0.000007	0.012195	0.000561	2002	6	ION	-2.555600	36.178800	AEG	25.031300	37.882500
0.000096	0.170732	0.000561	2002	6	ION	-2.555600	36.178800	CEN	25.031300	37.882500
0.000451	0.804878	0.000561	2002	6	ION	-2.555600	36.178800	ION	25.031300	37.882500
0.000007	0.012195	0.000561	2002	6	ION	-2.555600	36.178800	SLE	28.656000	33.044300
0.000007	0.015625	0.000438	2002	6	NLE	31.774200	35.347200	AEG	25.031300	37.882500
0.000294	0.671875	0.000438	2002	6	NLE	31.774200	35.347200	NLE	31.774200	35.347200
0.000137	0.312500	0.000438	2002	6	NLE	31.774200	35.347200	SLE	28.656000	33.044300
0.000609	0.864078	0.000705	2002	6	NWE	31.774200	35.347200	NWE	28.656000	33.044300
0.000082	0.116505	0.000705	2002	6	NWE	31.774200	35.347200	SWE	4.799800	38.025700
0.000014	0.019417	0.000705	2002	6	NWE	31.774200	35.347200	TYR	4.799800	38.025700
0.000014	0.010101	0.001354	2002	6	SLE	28.656000	33.044300	CEN	4.799800	38.025700
0.000130	0.095960	0.001354	2002	6	SLE	28.656000	33.044300	NLE	31.774200	35.347200
0.001211	0.893939	0.001354	2002	6	SLE	28.656000	33.044300	SLE	28.656000	33.044300
0.000034	0.056818	0.000602	2002	6	SWE	4.799800	38.025700	CEN	28.656000	33.044300
0.000123	0.204545	0.000602	2002	6	SWE	4.799800	38.025700	NWE	28.656000	33.044300
0.000383	0.636364	0.000602	2002	6	SWE	4.799800	38.025700	SWE	4.799800	38.025700
0.000062	0.102273	0.000602	2002	6	SWE	4.799800	38.025700	TYR	4.799800	38.025700
0.000034	0.043103	0.000793	2002	6	TYR	4.799800	38.025700	CEN	4.799800	38.025700
0.000007	0.008621	0.000793	2002	6	TYR	4.799800	38.025700	NWE	4.799800	38.025700
0.000034	0.043103	0.000793	2002	6	TYR	4.799800	38.025700	SWE	4.799800	38.025700
0.000718	0.905172	0.000793	2002	6	TYR	4.799800	38.025700	TYR	4.799800	38.025700
0.000390	0.934426	0.000417	2002	7	ADR	15.921000	42.786200	ADR	15.921000	42.786200
0.000027	0.065574	0.000417	2002	7	ADR	15.921000	42.786200	ION	15.921000	42.786200
0.000198	0.828571	0.000239	2002	7	AEG	25.031300	37.882500	AEG	25.031300	37.882500
0.000021	0.085714	0.000239	2002	7	AEG	25.031300	37.882500	CEN	25.031300	37.882500
0.000007	0.028571	0.000239	2002	7	AEG	25.031300	37.882500	ION	25.031300	37.882500
0.000014	0.057143	0.000239	2002	7	AEG	25.031300	37.882500	SLE	28.656000	33.044300
0.000068	0.769231	0.000089	2002	7	ALB	-2.555600	36.178800	ALB	-2.555600	36.178800
0.000007	0.076923	0.000089	2002	7	ALB	-2.555600	36.178800	NWE	-2.555600	36.178800
0.000014	0.153846	0.000089	2002	7	ALB	-2.555600	36.178800	SWE	4.799800	38.025700
0.001525	0.921488	0.001655	2002	7	CEN	-2.555600	36.178800	CEN	4.799800	38.025700
0.000027	0.016529	0.001655	2002	7	CEN	-2.555600	36.178800	ION	4.799800	38.025700
0.000103	0.061983	0.001655	2002	7	CEN	-2.555600	36.178800	SLE	28.656000	33.044300
